"date","home_team","away_team","team","scorer","minute","own_goal","penalty"
"2007-06-02","Bosnia and Herzegovina","Turkey","Bosnia and Herzegovina","Adnan Ćustović",90,false,false
"2007-06-02","Estonia","Croatia","Croatia","Eduardo da Silva",32,false,false
"2007-06-02","Faroe Islands","Italy","Italy","Filippo Inzaghi",12,false,false
"2007-06-02","Faroe Islands","Italy","Italy","Filippo Inzaghi",48,false,false
"2007-06-02","Faroe Islands","Italy","Faroe Islands","Rógvi Jacobsen",77,false,false
"2007-06-02","Finland","Serbia","Serbia","Boško Janković",3,false,false
"2007-06-02","Finland","Serbia","Serbia","Milan Jovanović",86,false,false
"2007-06-02","France","Ukraine","France","Franck Ribéry",57,false,false
"2007-06-02","France","Ukraine","France","Nicolas Anelka",71,false,false
"2007-06-02","Greece","Hungary","Greece","Theofanis Gekas",16,false,false
"2007-06-02","Greece","Hungary","Greece","Giourkas Seitaridis",29,false,false
"2007-06-02","Iceland","Liechtenstein","Iceland","Brynjar Gunnarsson",27,false,false
"2007-06-02","Iceland","Liechtenstein","Liechtenstein","Raphael Rohrer",69,false,false
"2007-06-02","Kazakhstan","Armenia","Armenia","Robert Arzumanyan",31,false,false
"2007-06-02","Kazakhstan","Armenia","Armenia","Sargis Hovsepyan",39,false,true
"2007-06-02","Kazakhstan","Armenia","Kazakhstan","Ruslan Baltiyev",88,false,true
"2007-06-02","Latvia","Spain","Spain","David Villa",45,false,false
"2007-06-02","Latvia","Spain","Spain","Xavi",60,false,false
"2007-06-02","Lithuania","Georgia","Lithuania","Saulius Mikoliūnas",78,false,false
"2007-06-02","Norway","Malta","Norway","Kristofer Hæstad",31,false,false
"2007-06-02","Norway","Malta","Norway","Thorstein Helstad",73,false,false
"2007-06-02","Norway","Malta","Norway","Steffen Iversen",79,false,false
"2007-06-02","Norway","Malta","Norway","John Arne Riise",90,false,false
"2007-06-02","Slovenia","Romania","Romania","Gabriel Tamaş",52,false,false
"2007-06-02","Slovenia","Romania","Romania","Bănel Nicoliţă",69,false,false
"2007-06-02","Slovenia","Romania","Slovenia","Dare Vršič",90,false,false
"2007-06-06","Armenia","Poland","Armenia","Hamlet Mkhitaryan",66,false,false
"2007-06-06","Bosnia and Herzegovina","Malta","Bosnia and Herzegovina","Zlatan Muslimović",6,false,false
"2007-06-06","Bulgaria","Belarus","Belarus","Raman Vasilyuk",5,false,true
"2007-06-06","Bulgaria","Belarus","Bulgaria","Martin Petrov",10,false,false
"2007-06-06","Bulgaria","Belarus","Bulgaria","Chavdar Yankov",40,false,false
"2007-06-06","Estonia","England","England","Joe Cole",37,false,false
"2007-06-06","Estonia","England","England","Peter Crouch",54,false,false
"2007-06-06","Estonia","England","England","Michael Owen",62,false,false
"2007-06-06","Faroe Islands","Scotland","Scotland","Shaun Maloney",31,false,false
"2007-06-06","Faroe Islands","Scotland","Scotland","Garry O'Connor",35,false,false
"2007-06-06","Finland","Belgium","Finland","Jonatan Johansson",27,false,false
"2007-06-06","Finland","Belgium","Finland","Alexei Eremenko",71,false,false
"2007-06-06","France","Georgia","France","Samir Nasri",33,false,false
"2007-06-06","Greece","Moldova","Greece","Angelos Charisteas",30,false,false
"2007-06-06","Greece","Moldova","Moldova","Viorel Frunză",80,false,false
"2007-06-06","Greece","Moldova","Greece","Nikos Liberopoulos",90,false,false
"2007-06-06","Kazakhstan","Azerbaijan","Azerbaijan","Vüqar Nadirov",30,false,false
"2007-06-06","Kazakhstan","Azerbaijan","Kazakhstan","Ruslan Baltiyev",53,false,false
"2007-06-06","Latvia","Denmark","Denmark","Dennis Rommedahl",15,false,false
"2007-06-06","Latvia","Denmark","Denmark","Dennis Rommedahl",17,false,false
"2007-06-06","Liechtenstein","Spain","Spain","David Villa",8,false,false
"2007-06-06","Liechtenstein","Spain","Spain","David Villa",14,false,false
"2007-06-06","Lithuania","Italy","Italy","Fabio Quagliarella",31,false,false
"2007-06-06","Lithuania","Italy","Italy","Fabio Quagliarella",45,false,false
"2007-06-06","Luxembourg","Albania","Albania","Ervin Skela",25,false,false
"2007-06-06","Luxembourg","Albania","Albania","Edmond Kapllani",36,false,false
"2007-06-06","Luxembourg","Albania","Albania","Edmond Kapllani",72,false,false
"2007-06-06","Norway","Hungary","Norway","Steffen Iversen",22,false,false
"2007-06-06","Norway","Hungary","Norway","Daniel Braaten",57,false,false
"2007-06-06","Norway","Hungary","Norway","John Carew",60,false,false
"2007-06-06","Norway","Hungary","Norway","John Carew",78,false,false
"2007-06-06","Romania","Slovenia","Romania","Adrian Mutu",40,false,false
"2007-06-06","Romania","Slovenia","Romania","Cosmin Contra",70,false,false
"2007-06-06","Sweden","Iceland","Sweden","Marcus Allbäck",11,false,false
"2007-06-06","Sweden","Iceland","Sweden","Anders Svensson",42,false,false
"2007-06-06","Sweden","Iceland","Sweden","Olof Mellberg",45,false,false
"2007-06-06","Sweden","Iceland","Sweden","Markus Rosenberg",50,false,false
"2007-06-06","Sweden","Iceland","Sweden","Marcus Allbäck",51,false,false
"2007-08-22","Armenia","Portugal","Armenia","Robert Arzumanyan",10,false,false
"2007-08-22","Armenia","Portugal","Portugal","Cristiano Ronaldo",37,false,false
"2007-08-22","Belgium","Serbia","Belgium","Mousa Dembélé",10,false,false
"2007-08-22","Belgium","Serbia","Belgium","Kevin Mirallas",30,false,false
"2007-08-22","Belgium","Serbia","Serbia","Zdravko Kuzmanović",73,false,false
"2007-08-22","Belgium","Serbia","Belgium","Mousa Dembélé",88,false,false
"2007-08-22","Belgium","Serbia","Serbia","Zdravko Kuzmanović",90,false,false
"2007-08-22","Estonia","Andorra","Estonia","Raio Piiroja",34,false,false
"2007-08-22","Estonia","Andorra","Andorra","Fernando Silva",87,false,false
"2007-08-22","Estonia","Andorra","Estonia","Indrek Zelinski",90,false,false
"2007-08-22","Finland","Kazakhstan","Finland","Alexei Eremenko",13,false,false
"2007-08-22","Finland","Kazakhstan","Kazakhstan","Dmitry Byakov",23,false,false
"2007-08-22","Finland","Kazakhstan","Finland","Teemu Tainio",61,false,false
"2007-08-22","Northern Ireland","Liechtenstein","Northern Ireland","David Healy",5,false,false
"2007-08-22","Northern Ireland","Liechtenstein","Northern Ireland","David Healy",35,false,false
"2007-08-22","Northern Ireland","Liechtenstein","Northern Ireland","Kyle Lafferty",56,false,false
"2007-08-22","Northern Ireland","Liechtenstein","Liechtenstein","Mario Frick",89,false,false
"2007-08-22","San Marino","Cyprus","Cyprus","Ioannis Okkas",54,false,false
"2007-09-08","Belarus","Romania","Romania","Adrian Mutu",16,false,false
"2007-09-08","Belarus","Romania","Belarus","Maksim Romaschenko",20,false,false
"2007-09-08","Belarus","Romania","Romania","Nicolae Dică",42,false,false
"2007-09-08","Belarus","Romania","Romania","Adrian Mutu",77,false,true
"2007-09-08","Croatia","Estonia","Croatia","Eduardo da Silva",39,false,false
"2007-09-08","Croatia","Estonia","Croatia","Eduardo da Silva",45,false,false
"2007-09-08","Georgia","Ukraine","Ukraine","Oleh Shelayev",7,false,false
"2007-09-08","Georgia","Ukraine","Georgia","David Siradze",87,false,false
"2007-09-08","Hungary","Bosnia and Herzegovina","Hungary","Zoltán Gera",39,false,true
"2007-09-08","Iceland","Spain","Iceland","Emil Hallfreðsson",40,false,false
"2007-09-08","Iceland","Spain","Spain","Andrés Iniesta",86,false,false
"2007-09-08","Latvia","Northern Ireland","Latvia","Chris Baird",56,true,false
"2007-09-08","Luxembourg","Slovenia","Slovenia","Klemen Lavrič",7,false,false
"2007-09-08","Luxembourg","Slovenia","Slovenia","Milivoje Novaković",37,false,false
"2007-09-08","Luxembourg","Slovenia","Slovenia","Klemen Lavrič",47,false,false
"2007-09-08","Malta","Turkey","Malta","Brian Said",41,false,false
"2007-09-08","Malta","Turkey","Turkey","Halil Altıntop",45,false,false
"2007-09-08","Malta","Turkey","Malta","Andre Schembri",76,false,false
"2007-09-08","Malta","Turkey","Turkey","Servet Çetin",78,false,false
"2007-09-08","Moldova","Norway","Norway","Steffen Iversen",49,false,false
"2007-09-08","Netherlands","Bulgaria","Netherlands","Wesley Sneijder",23,false,false
"2007-09-08","Netherlands","Bulgaria","Netherlands","Ruud van Nistelrooy",58,false,false
"2007-09-08","Portugal","Poland","Poland","Mariusz Lewandowski",44,false,false
"2007-09-08","Portugal","Poland","Portugal","Maniche",50,false,false
"2007-09-08","Portugal","Poland","Portugal","Cristiano Ronaldo",73,false,false
"2007-09-08","Portugal","Poland","Poland","Jacek Krzynówek",88,false,false
"2007-09-08","San Marino","Czech Republic","Czech Republic","Tomáš Rosický",33,false,false
"2007-09-08","San Marino","Czech Republic","Czech Republic","Marek Jankulovski",75,false,false
"2007-09-08","San Marino","Czech Republic","Czech Republic","Jan Koller",90,false,false
"2007-09-08","Scotland","Lithuania","Scotland","Kris Boyd",31,false,false
"2007-09-08","Scotland","Lithuania","Lithuania","Tomas Danilevičius",61,false,true
"2007-09-08","Scotland","Lithuania","Scotland","Stephen McManus",77,false,false
"2007-09-08","Scotland","Lithuania","Scotland","James McFadden",83,false,false
"2007-09-08","Slovakia","Republic of Ireland","Republic of Ireland","Stephen Ireland",7,false,false
"2007-09-08","Slovakia","Republic of Ireland","Slovakia","Maroš Klimpl",37,false,false
"2007-09-08","Slovakia","Republic of Ireland","Republic of Ireland","Kevin Doyle",57,false,false
"2007-09-08","Slovakia","Republic of Ireland","Slovakia","Marek Čech",90,false,false
"2007-09-12","Albania","Netherlands","Netherlands","Ruud van Nistelrooy",90,false,false
"2007-09-12","Andorra","Croatia","Croatia","Darijo Srna",34,false,false
"2007-09-12","Andorra","Croatia","Croatia","Mladen Petrić",38,false,false
"2007-09-12","Andorra","Croatia","Croatia","Mladen Petrić",44,false,false
"2007-09-12","Andorra","Croatia","Croatia","Niko Kranjčar",49,false,false
"2007-09-12","Andorra","Croatia","Croatia","Eduardo da Silva",55,false,false
"2007-09-12","Andorra","Croatia","Croatia","Ivan Rakitić",64,false,false
"2007-09-12","Bosnia and Herzegovina","Moldova","Moldova","Igor Bugaiov",22,false,false
"2007-09-12","Bulgaria","Luxembourg","Bulgaria","Dimitar Berbatov",27,false,false
"2007-09-12","Bulgaria","Luxembourg","Bulgaria","Dimitar Berbatov",28,false,false
"2007-09-12","Bulgaria","Luxembourg","Bulgaria","Martin Petrov",54,false,true
"2007-09-12","Cyprus","San Marino","Cyprus","Constantinos Makrides",15,false,false
"2007-09-12","Cyprus","San Marino","Cyprus","Efstathios Aloneftis",41,false,false
"2007-09-12","Cyprus","San Marino","Cyprus","Efstathios Aloneftis",90,false,false
"2007-09-12","Czech Republic","Republic of Ireland","Czech Republic","Marek Jankulovski",15,false,false
"2007-09-12","Denmark","Liechtenstein","Denmark","Morten Nordstrand",3,false,false
"2007-09-12","Denmark","Liechtenstein","Denmark","Martin Laursen",12,false,false
"2007-09-12","Denmark","Liechtenstein","Denmark","Jon Dahl Tomasson",18,false,false
"2007-09-12","Denmark","Liechtenstein","Denmark","Morten Nordstrand",36,false,false
"2007-09-12","France","Scotland","Scotland","James McFadden",64,false,false
"2007-09-12","Iceland","Northern Ireland","Iceland","Ármann Björnsson",6,false,false
"2007-09-12","Iceland","Northern Ireland","Northern Ireland","David Healy",72,false,true
"2007-09-12","Iceland","Northern Ireland","Iceland","Keith Gillespie",90,true,false
"2007-09-12","Kazakhstan","Belgium","Belgium","Karel Geraerts",13,false,false
"2007-09-12","Kazakhstan","Belgium","Belgium","Kevin Mirallas",24,false,false
"2007-09-12","Kazakhstan","Belgium","Kazakhstan","Dmitry Byakov",39,false,false
"2007-09-12","Kazakhstan","Belgium","Kazakhstan","Samat Smakov",77,false,true
"2007-09-12","Lithuania","Faroe Islands","Lithuania","Edgaras Jankauskas",8,false,false
"2007-09-12","Lithuania","Faroe Islands","Lithuania","Tomas Danilevičius",52,false,false
"2007-09-12","Lithuania","Faroe Islands","Faroe Islands","Rógvi Jacobsen",90,false,false
"2007-09-12","North Macedonia","Estonia","Estonia","Raio Piiroja",17,false,false
"2007-09-12","North Macedonia","Estonia","North Macedonia","Goran Maznov",30,false,false
"2007-09-12","Norway","Greece","Greece","Sotirios Kyrgiakos",7,false,false
"2007-09-12","Norway","Greece","Norway","John Carew",15,false,false
"2007-09-12","Norway","Greece","Greece","Sotirios Kyrgiakos",30,false,false
"2007-09-12","Norway","Greece","Norway","John Arne Riise",39,false,false
"2007-09-12","Portugal","Serbia","Portugal","Simão Sabrosa",11,false,false
"2007-09-12","Portugal","Serbia","Serbia","Branislav Ivanović",88,false,false
"2007-09-12","Slovakia","Wales","Slovakia","Marek Mintál",12,false,false
"2007-09-12","Slovakia","Wales","Wales","Freddy Eastwood",22,false,false
"2007-09-12","Slovakia","Wales","Wales","Craig Bellamy",34,false,false
"2007-09-12","Slovakia","Wales","Wales","Craig Bellamy",41,false,false
"2007-09-12","Slovakia","Wales","Slovakia","Marek Mintál",57,false,false
"2007-09-12","Slovakia","Wales","Wales","Ján Ďurica",78,true,false
"2007-09-12","Slovakia","Wales","Wales","Simon Davies",90,false,false
"2007-09-12","Slovenia","Belarus","Slovenia","Klemen Lavrič",3,false,true
"2007-09-12","Spain","Latvia","Spain","Xavi",13,false,false
"2007-09-12","Spain","Latvia","Spain","Fernando Torres",86,false,false
"2007-09-12","Turkey","Hungary","Turkey","Gökhan Ünal",68,false,false
"2007-09-12","Turkey","Hungary","Turkey","Mehmet Aurélio",72,false,false
"2007-09-12","Turkey","Hungary","Turkey","Halil Altıntop",90,false,false
"2007-09-12","Ukraine","Italy","Italy","Antonio Di Natale",41,false,false
"2007-09-12","Ukraine","Italy","Ukraine","Andriy Shevchenko",71,false,false
"2007-09-12","Ukraine","Italy","Italy","Antonio Di Natale",77,false,false
"2007-10-13","Azerbaijan","Portugal","Portugal","Bruno Alves",12,false,false
"2007-10-13","Azerbaijan","Portugal","Portugal","Hugo Almeida",45,false,false
"2007-10-13","Belarus","Luxembourg","Luxembourg","Alphonse Leweck",90,false,false
"2007-10-13","Cyprus","Wales","Wales","James Collins",21,false,false
"2007-10-13","Cyprus","Wales","Cyprus","Ioannis Okkas",59,false,false
"2007-10-13","Cyprus","Wales","Cyprus","Ioannis Okkas",68,false,false
"2007-10-13","Cyprus","Wales","Cyprus","Constantinos Charalambides",79,false,false
"2007-10-13","Denmark","Spain","Spain","Raúl Tamudo",14,false,false
"2007-10-13","Denmark","Spain","Spain","Sergio Ramos",40,false,false
"2007-10-13","Denmark","Spain","Denmark","Jon Dahl Tomasson",87,false,false
"2007-10-13","Denmark","Spain","Spain","Albert Riera",89,false,false
"2007-10-13","England","Estonia","England","Shaun Wright-Phillips",11,false,false
"2007-10-13","England","Estonia","England","Wayne Rooney",32,false,false
"2007-10-13","England","Estonia","England","Taavi Rähn",33,true,false
"2007-10-13","Faroe Islands","France","France","Nicolas Anelka",6,false,false
"2007-10-13","Faroe Islands","France","France","Thierry Henry",8,false,false
"2007-10-13","Faroe Islands","France","France","Karim Benzema",50,false,false
"2007-10-13","Faroe Islands","France","France","Jérôme Rothen",66,false,false
"2007-10-13","Faroe Islands","France","France","Karim Benzema",81,false,false
"2007-10-13","Faroe Islands","France","France","Hatem Ben Arfa",90,false,false
"2007-10-13","Greece","Bosnia and Herzegovina","Greece","Angelos Charisteas",10,false,false
"2007-10-13","Greece","Bosnia and Herzegovina","Bosnia and Herzegovina","Mirko Hrgović",54,false,false
"2007-10-13","Greece","Bosnia and Herzegovina","Greece","Theofanis Gekas",57,false,false
"2007-10-13","Greece","Bosnia and Herzegovina","Greece","Nikos Liberopoulos",72,false,false
"2007-10-13","Greece","Bosnia and Herzegovina","Bosnia and Herzegovina","Vedad Ibišević",90,false,false
"2007-10-13","Hungary","Malta","Hungary","Róbert Feczesin",34,false,false
"2007-10-13","Hungary","Malta","Hungary","Dániel Tőzsér",77,false,false
"2007-10-13","Iceland","Latvia","Iceland","Eiður Guðjohnsen",4,false,false
"2007-10-13","Iceland","Latvia","Latvia","Oskars Kļava",27,false,false
"2007-10-13","Iceland","Latvia","Latvia","Juris Laizāns",31,false,false
"2007-10-13","Iceland","Latvia","Latvia","Māris Verpakovskis",37,false,false
"2007-10-13","Iceland","Latvia","Latvia","Māris Verpakovskis",46,false,false
"2007-10-13","Iceland","Latvia","Iceland","Eiður Guðjohnsen",52,false,false
"2007-10-13","Italy","Georgia","Italy","Andrea Pirlo",44,false,false
"2007-10-13","Italy","Georgia","Italy","Fabio Grosso",84,false,false
"2007-10-13","Liechtenstein","Sweden","Sweden","Freddie Ljungberg",19,false,false
"2007-10-13","Liechtenstein","Sweden","Sweden","Christian Wilhelmsson",29,false,false
"2007-10-13","Liechtenstein","Sweden","Sweden","Anders Svensson",56,false,false
"2007-10-13","Moldova","Turkey","Moldova","Viorel Frunză",11,false,false
"2007-10-13","Moldova","Turkey","Turkey","Ümit Karan",63,false,false
"2007-10-13","Poland","Kazakhstan","Kazakhstan","Dmitry Byakov",20,false,false
"2007-10-13","Poland","Kazakhstan","Poland","Euzebiusz Smolarek",56,false,false
"2007-10-13","Poland","Kazakhstan","Poland","Euzebiusz Smolarek",64,false,false
"2007-10-13","Poland","Kazakhstan","Poland","Euzebiusz Smolarek",65,false,false
"2007-10-13","Romania","Netherlands","Romania","Dorin Goian",71,false,false
"2007-10-13","Scotland","Ukraine","Scotland","Kenny Miller",4,false,false
"2007-10-13","Scotland","Ukraine","Scotland","Lee McCulloch",10,false,false
