"date","home_team","away_team","home_score","away_score","tournament","city","country","neutral","winning_team","draw"
"1999-02-10","Albania","North Macedonia",2,0,"Friendly","Tirana","Albania",false,"Albania",0
"1999-02-10","Croatia","Denmark",0,1,"Friendly","Split","Croatia",false,"Denmark",0
"1999-02-10","Cyprus","San Marino",4,0,"UEFA Euro qualification","Limassol","Cyprus",false,"Cyprus",0
"1999-02-10","England","France",0,2,"Friendly","London","England",false,"France",0
"1999-02-10","Finland","Poland",1,1,"Friendly","Attard","Malta",true,"draw",1
"1999-02-10","Italy","Norway",0,0,"Friendly","Pisa","Italy",false,"draw",1
"1999-02-10","Malta","Serbia",0,3,"UEFA Euro qualification","Attard","Malta",false,"Serbia",0
"1999-02-10","Portugal","Netherlands",0,0,"Friendly","Paris","France",true,"draw",1
"1999-03-03","Bulgaria","Slovakia",2,0,"Friendly","Stara Zagora","Bulgaria",false,"Bulgaria",0
"1999-03-03","Poland","Armenia",1,0,"Friendly","Warsaw","Poland",false,"Poland",0
"1999-03-03","Romania","Estonia",2,0,"Friendly","Bucharest","Romania",false,"Romania",0
"1999-03-06","Azerbaijan","Estonia",2,2,"Friendly","Larnaca","Cyprus",true,"draw",1
"1999-03-10","Greece","Croatia",3,2,"Friendly","Athens","Greece",false,"Greece",0
"1999-03-10","Hungary","Bosnia and Herzegovina",1,1,"Friendly","Budapest","Hungary",false,"draw",1
"1999-03-10","Luxembourg","Iceland",1,2,"Friendly","Luxembourg","Luxembourg",false,"Iceland",0
"1999-03-10","Malta","Moldova",0,2,"Friendly","Attard","Malta",false,"Moldova",0
"1999-03-10","Switzerland","Austria",2,4,"Friendly","St. Gallen","Switzerland",false,"Austria",0
"1999-03-16","Cyprus","Estonia",1,2,"Friendly","Larnaca","Cyprus",false,"Estonia",0
"1999-03-20","Georgia","Ukraine",0,1,"Friendly","Tbilisi","Georgia",false,"Ukraine",0
"1999-03-26","Portugal","Azerbaijan",7,0,"UEFA Euro qualification","Guimarães","Portugal",false,"Portugal",0
"1999-03-27","Andorra","Iceland",0,2,"UEFA Euro qualification","Sant Julià de Lòria","Andorra",false,"Iceland",0
"1999-03-27","Belarus","Switzerland",0,1,"UEFA Euro qualification","Minsk","Belarus",false,"Switzerland",0
"1999-03-27","Belgium","Bulgaria",0,1,"Friendly","Brussels","Belgium",false,"Bulgaria",0
"1999-03-27","Czech Republic","Lithuania",2,0,"UEFA Euro qualification","Teplice","Czech Republic",false,"Czech Republic",0
"1999-03-27","Denmark","Italy",1,2,"UEFA Euro qualification","Copenhagen","Denmark",false,"Italy",0
"1999-03-27","England","Poland",3,1,"UEFA Euro qualification","London","England",false,"England",0
"1999-03-27","France","Ukraine",0,0,"UEFA Euro qualification","Saint-Denis","France",false,"draw",1
"1999-03-27","Georgia","Slovenia",1,1,"UEFA Euro qualification","Tbilisi","Georgia",false,"draw",1
"1999-03-27","Greece","Norway",0,2,"UEFA Euro qualification","Athens","Greece",false,"Norway",0
"1999-03-27","Hungary","Liechtenstein",5,0,"UEFA Euro qualification","Budapest","Hungary",false,"Hungary",0
"1999-03-27","Romania","Slovakia",0,0,"UEFA Euro qualification","Bucharest","Romania",false,"draw",1
"1999-03-27","Spain","Austria",9,0,"UEFA Euro qualification","Valencia","Spain",false,"Spain",0
"1999-03-27","Sweden","Luxembourg",2,0,"UEFA Euro qualification","Gothenburg","Sweden",false,"Sweden",0
"1999-03-27","Turkey","Moldova",2,0,"UEFA Euro qualification","Istanbul","Turkey",false,"Turkey",0
"1999-03-31","Azerbaijan","Romania",0,1,"UEFA Euro qualification","Baku","Azerbaijan",false,"Romania",0
"1999-03-31","France","Armenia",2,0,"UEFA Euro qualification","Saint-Denis","France",false,"France",0
"1999-03-31","Italy","Belarus",1,1,"UEFA Euro qualification","Ancona","Italy",false,"draw",1
"1999-03-31","Latvia","Greece",0,0,"UEFA Euro qualification","Riga","Latvia",false,"draw",1
"1999-03-31","Liechtenstein","Portugal",0,5,"UEFA Euro qualification","Vaduz","Liechtenstein",false,"Portugal",0
"1999-03-31","Lithuania","Estonia",1,2,"UEFA Euro qualification","Vilnius","Lithuania",false,"Estonia",0
"1999-03-31","Luxembourg","Bulgaria",0,2,"UEFA Euro qualification","Luxembourg","Luxembourg",false,"Bulgaria",0
"1999-03-31","Moldova","Northern Ireland",0,0,"UEFA Euro qualification","Chișinău","Moldova",false,"draw",1
"1999-03-31","Poland","Sweden",0,1,"UEFA Euro qualification","Chorzów","Poland",false,"Sweden",0
"1999-03-31","San Marino","Spain",0,6,"UEFA Euro qualification","Serravalle","San Marino",false,"Spain",0
"1999-03-31","Scotland","Czech Republic",1,2,"UEFA Euro qualification","Glasgow","Scotland",false,"Czech Republic",0
"1999-03-31","Slovakia","Hungary",0,0,"UEFA Euro qualification","Bratislava","Slovakia",false,"draw",1
"1999-03-31","Switzerland","Wales",2,0,"UEFA Euro qualification","Zürich","Switzerland",false,"Switzerland",0
"1999-03-31","Ukraine","Iceland",1,1,"UEFA Euro qualification","Kyiv","Ukraine",false,"draw",1
"1999-04-28","Austria","San Marino",7,0,"UEFA Euro qualification","Graz","Austria",false,"Austria",0
"1999-04-28","Croatia","Italy",0,0,"Friendly","Zagreb","Croatia",false,"draw",1
"1999-04-28","Georgia","Norway",1,4,"UEFA Euro qualification","Tbilisi","Georgia",false,"Norway",0
"1999-04-28","Greece","Switzerland",1,1,"Friendly","Athens","Greece",false,"draw",1
"1999-04-28","Hungary","England",1,1,"Friendly","Budapest","Hungary",false,"draw",1
"1999-04-28","Republic of Ireland","Sweden",2,0,"Friendly","Dublin","Republic of Ireland",false,"Republic of Ireland",0
"1999-04-28","Latvia","Albania",0,0,"UEFA Euro qualification","Riga","Latvia",false,"draw",1
"1999-04-28","Malta","Iceland",1,2,"Friendly","Attard","Malta",false,"Iceland",0
"1999-04-28","Poland","Czech Republic",2,1,"Friendly","Warsaw","Poland",false,"Poland",0
"1999-04-28","Romania","Belgium",1,0,"Friendly","Bucharest","Romania",false,"Romania",0
"1999-04-28","Slovenia","Finland",1,1,"Friendly","Ljubljana","Slovenia",false,"draw",1
"1999-05-05","Spain","Croatia",3,1,"Friendly","Seville","Spain",false,"Spain",0
"1999-05-19","Slovakia","Bulgaria",2,0,"Friendly","Dubnica nad Váhom","Slovakia",false,"Slovakia",0
"1999-05-29","Republic of Ireland","Northern Ireland",0,1,"Friendly","Dublin","Republic of Ireland",false,"Northern Ireland",0
"1999-05-30","Norway","Georgia",1,0,"UEFA Euro qualification","Oslo","Norway",false,"Norway",0
"1999-06-04","Poland","Bulgaria",2,0,"UEFA Euro qualification","Warsaw","Poland",false,"Poland",0
"1999-06-05","Albania","Norway",1,2,"UEFA Euro qualification","Tirana","Albania",false,"Norway",0
"1999-06-05","Azerbaijan","Liechtenstein",4,0,"UEFA Euro qualification","Baku","Azerbaijan",false,"Azerbaijan",0
"1999-06-05","Bosnia and Herzegovina","Lithuania",2,0,"UEFA Euro qualification","Sarajevo","Bosnia and Herzegovina",false,"Bosnia and Herzegovina",0
"1999-06-05","Denmark","Belarus",1,0,"UEFA Euro qualification","Copenhagen","Denmark",false,"Denmark",0
"1999-06-05","England","Sweden",0,0,"UEFA Euro qualification","London","England",false,"draw",1
"1999-06-05","Estonia","Czech Republic",0,2,"UEFA Euro qualification","Tallinn","Estonia",false,"Czech Republic",0
"1999-06-05","Faroe Islands","Scotland",1,1,"UEFA Euro qualification","Toftir","Faroe Islands",false,"draw",1
"1999-06-05","Finland","Turkey",2,4,"UEFA Euro qualification","Helsinki","Finland",false,"Turkey",0
"1999-06-05","Georgia","Greece",1,2,"UEFA Euro qualification","Tbilisi","Georgia",false,"Greece",0
"1999-06-05","Iceland","Armenia",2,0,"UEFA Euro qualification","Reykjavík","Iceland",false,"Iceland",0
"1999-06-05","Italy","Wales",4,0,"UEFA Euro qualification","Bologna","Italy",false,"Italy",0
"1999-06-05","Latvia","Slovenia",1,2,"UEFA Euro qualification","Riga","Latvia",false,"Slovenia",0
"1999-06-05","North Macedonia","Croatia",1,1,"UEFA Euro qualification","Skopje","North Macedonia",false,"draw",1
"1999-06-05","Portugal","Slovakia",1,0,"UEFA Euro qualification","Lisbon","Portugal",false,"Portugal",0
"1999-06-05","Romania","Hungary",2,0,"UEFA Euro qualification","Bucharest","Romania",false,"Romania",0
"1999-06-05","Spain","San Marino",9,0,"UEFA Euro qualification","Vila-real","Spain",false,"Spain",0
"1999-06-05","Ukraine","Andorra",4,0,"UEFA Euro qualification","Kyiv","Ukraine",false,"Ukraine",0
"1999-06-08","Serbia","Malta",4,1,"UEFA Euro qualification","Salonica","Greece",true,"Serbia",0
"1999-06-09","Albania","Slovenia",0,1,"UEFA Euro qualification","Tirana","Albania",false,"Slovenia",0
"1999-06-09","Andorra","France",0,1,"UEFA Euro qualification","Barcelona","Spain",true,"France",0
"1999-06-09","Armenia","Ukraine",0,0,"UEFA Euro qualification","Yerevan","Armenia",false,"draw",1
"1999-06-09","Bulgaria","England",1,1,"UEFA Euro qualification","Sofia","Bulgaria",false,"draw",1
"1999-06-09","Czech Republic","Scotland",3,2,"UEFA Euro qualification","Prague","Czech Republic",false,"Czech Republic",0
"1999-06-09","Estonia","Lithuania",1,2,"UEFA Euro qualification","Tallinn","Estonia",false,"Lithuania",0
"1999-06-09","Faroe Islands","Bosnia and Herzegovina",2,2,"UEFA Euro qualification","Toftir","Faroe Islands",false,"draw",1
"1999-06-09","Greece","Latvia",1,2,"UEFA Euro qualification","Athens","Greece",false,"Latvia",0
"1999-06-09","Hungary","Slovakia",0,1,"UEFA Euro qualification","Győr","Hungary",false,"Slovakia",0
"1999-06-09","Republic of Ireland","North Macedonia",1,0,"UEFA Euro qualification","Dublin","Republic of Ireland",false,"Republic of Ireland",0
"1999-06-09","Luxembourg","Poland",2,3,"UEFA Euro qualification","Luxembourg","Luxembourg",false,"Poland",0
"1999-06-09","Moldova","Finland",0,0,"UEFA Euro qualification","Chișinău","Moldova",false,"draw",1
"1999-06-09","Portugal","Liechtenstein",8,0,"UEFA Euro qualification","Coimbra","Portugal",false,"Portugal",0
"1999-06-09","Romania","Azerbaijan",4,0,"UEFA Euro qualification","Bucharest","Romania",false,"Romania",0
"1999-06-09","Switzerland","Italy",0,0,"UEFA Euro qualification","Lausanne","Switzerland",false,"draw",1
"1999-06-09","Wales","Denmark",0,2,"UEFA Euro qualification","Liverpool","England",true,"Denmark",0
"1999-08-18","Belgium","Finland",3,4,"Friendly","Bruges","Belgium",false,"Finland",0
"1999-08-18","Cyprus","Romania",2,2,"Friendly","Limassol","Cyprus",false,"draw",1
"1999-08-18","Czech Republic","Switzerland",3,0,"Friendly","Drnovice","Czech Republic",false,"Czech Republic",0
"1999-08-18","Denmark","Netherlands",0,0,"Friendly","Copenhagen","Denmark",false,"draw",1
"1999-08-18","Estonia","Armenia",2,0,"Friendly","Pärnu","Estonia",false,"Estonia",0
"1999-08-18","Faroe Islands","Iceland",0,1,"Friendly","Tórshavn","Faroe Islands",false,"Iceland",0
"1999-08-18","Hungary","Moldova",1,1,"Friendly","Budapest","Hungary",false,"draw",1
"1999-08-18","Liechtenstein","Bosnia and Herzegovina",0,0,"Friendly","Vaduz","Liechtenstein",false,"draw",1
"1999-08-18","Northern Ireland","France",0,1,"Friendly","Belfast","Northern Ireland",false,"France",0
"1999-08-18","Norway","Lithuania",1,0,"Friendly","Oslo","Norway",false,"Norway",0
"1999-08-18","Poland","Spain",1,2,"Friendly","Warsaw","Poland",false,"Spain",0
"1999-08-18","Portugal","Andorra",4,0,"Friendly","Oeiras","Portugal",false,"Portugal",0
"1999-08-18","Serbia","Croatia",0,0,"UEFA Euro qualification","Belgrade","Yugoslavia",false,"draw",1
"1999-08-18","Slovenia","Albania",2,0,"UEFA Euro qualification","Ljubljana","Slovenia",false,"Slovenia",0
"1999-08-18","Sweden","Austria",0,0,"Friendly","Malmö","Sweden",false,"draw",1
"1999-08-18","Ukraine","Bulgaria",1,1,"Friendly","Kyiv","Ukraine",false,"draw",1
"1999-08-21","Croatia","Malta",2,1,"UEFA Euro qualification","Zagreb","Croatia",false,"Croatia",0
"1999-09-01","Republic of Ireland","Serbia",2,1,"UEFA Euro qualification","Dublin","Republic of Ireland",false,"Republic of Ireland",0
"1999-09-04","Albania","Latvia",3,3,"UEFA Euro qualification","Tirana","Albania",false,"draw",1
"1999-09-04","Austria","Spain",1,3,"UEFA Euro qualification","Vienna","Austria",false,"Spain",0
"1999-09-04","Azerbaijan","Portugal",1,1,"UEFA Euro qualification","Baku","Azerbaijan",false,"draw",1
"1999-09-04","Belarus","Wales",1,2,"UEFA Euro qualification","Minsk","Belarus",false,"Wales",0
"1999-09-04","Bosnia and Herzegovina","Scotland",1,2,"UEFA Euro qualification","Sarajevo","Bosnia and Herzegovina",false,"Scotland",0
"1999-09-04","Croatia","Republic of Ireland",1,0,"UEFA Euro qualification","Zagreb","Croatia",false,"Croatia",0
"1999-09-04","Denmark","Switzerland",2,1,"UEFA Euro qualification","Copenhagen","Denmark",false,"Denmark",0
"1999-09-04","England","Luxembourg",6,0,"UEFA Euro qualification","London","England",false,"England",0
"1999-09-04","Faroe Islands","Estonia",0,2,"UEFA Euro qualification","Tórshavn","Faroe Islands",false,"Estonia",0
"1999-09-04","Iceland","Andorra",3,0,"UEFA Euro qualification","Reykjavík","Iceland",false,"Iceland",0
"1999-09-04","Liechtenstein","Hungary",0,0,"UEFA Euro qualification","Vaduz","Liechtenstein",false,"draw",1
"1999-09-04","Lithuania","Czech Republic",0,4,"UEFA Euro qualification","Vilnius","Lithuania",false,"Czech Republic",0
"1999-09-04","Netherlands","Belgium",5,5,"Friendly","Rotterdam","Netherlands",false,"draw",1
"1999-09-04","Northern Ireland","Turkey",0,3,"UEFA Euro qualification","Belfast","Northern Ireland",false,"Turkey",0
"1999-09-04","Norway","Greece",1,0,"UEFA Euro qualification","Oslo","Norway",false,"Norway",0
"1999-09-04","Slovakia","Romania",1,5,"UEFA Euro qualification","Bratislava","Slovakia",false,"Romania",0
"1999-09-04","Slovenia","Georgia",2,1,"UEFA Euro qualification","Ljubljana","Slovenia",false,"Slovenia",0
"1999-09-04","Sweden","Bulgaria",1,0,"UEFA Euro qualification","Solna","Sweden",false,"Sweden",0
"1999-09-04","Ukraine","France",0,0,"UEFA Euro qualification","Kyiv","Ukraine",false,"draw",1
"1999-09-05","Serbia","North Macedonia",3,1,"UEFA Euro qualification","Belgrade","Yugoslavia",false,"Serbia",0
"1999-09-08","Armenia","France",2,3,"UEFA Euro qualification","Yerevan","Armenia",false,"France",0
"1999-09-08","Czech Republic","Bosnia and Herzegovina",3,0,"UEFA Euro qualification","Teplice","Czech Republic",false,"Czech Republic",0
"1999-09-08","Estonia","Scotland",0,0,"UEFA Euro qualification","Tallinn","Estonia",false,"draw",1
"1999-09-08","Faroe Islands","Lithuania",0,1,"UEFA Euro qualification","Tórshavn","Faroe Islands",false,"Lithuania",0
"1999-09-08","Georgia","Latvia",2,2,"UEFA Euro qualification","Tbilisi","Georgia",false,"draw",1
"1999-09-08","Hungary","Azerbaijan",3,0,"UEFA Euro qualification","Budapest","Hungary",false,"Hungary",0
"1999-09-08","Iceland","Ukraine",0,1,"UEFA Euro qualification","Reykjavík","Iceland",false,"Ukraine",0
"1999-09-08","Italy","Denmark",2,3,"UEFA Euro qualification","Naples","Italy",false,"Denmark",0
"1999-09-08","Luxembourg","Sweden",0,1,"UEFA Euro qualification","Luxembourg","Luxembourg",false,"Sweden",0
"1999-09-08","North Macedonia","Serbia",2,4,"UEFA Euro qualification","Skopje","North Macedonia",false,"Serbia",0
"1999-09-08","Malta","Republic of Ireland",2,3,"UEFA Euro qualification","Attard","Malta",false,"Republic of Ireland",0
"1999-09-08","Moldova","Turkey",1,1,"UEFA Euro qualification","Chișinău","Moldova",false,"draw",1
"1999-09-08","Norway","Slovenia",4,0,"UEFA Euro qualification","Oslo","Norway",false,"Norway",0
"1999-09-08","Poland","England",0,0,"UEFA Euro qualification","Warsaw","Poland",false,"draw",1
"1999-09-08","Romania","Portugal",1,1,"UEFA Euro qualification","Bucharest","Romania",false,"draw",1
"1999-09-08","Slovakia","Liechtenstein",2,0,"UEFA Euro qualification","Dubnica nad Váhom","Slovakia",false,"Slovakia",0
"1999-09-08","Spain","Cyprus",8,0,"UEFA Euro qualification","Badajoz","Spain",false,"Spain",0
"1999-09-08","Switzerland","Belarus",2,0,"UEFA Euro qualification","Lausanne","Switzerland",false,"Switzerland",0
"1999-10-05","Scotland","Bosnia and Herzegovina",1,0,"UEFA Euro qualification","Glasgow","Scotland",false,"Scotland",0
"1999-10-06","Greece","Albania",2,0,"UEFA Euro qualification","Athens","Greece",false,"Greece",0
"1999-10-09","Albania","Georgia",2,1,"UEFA Euro qualification","Tirana","Albania",false,"Albania",0
"1999-10-09","Andorra","Armenia",0,3,"UEFA Euro qualification","Sant Julià de Lòria","Andorra",false,"Armenia",0
"1999-10-09","Azerbaijan","Slovakia",0,1,"UEFA Euro qualification","Baku","Azerbaijan",false,"Slovakia",0
"1999-10-09","Belarus","Italy",0,0,"UEFA Euro qualification","Minsk","Belarus",false,"draw",1
"1999-10-09","Croatia","Serbia",2,2,"UEFA Euro qualification","Zagreb","Croatia",false,"draw",1
"1999-10-09","Czech Republic","Faroe Islands",2,0,"UEFA Euro qualification","Prague","Czech Republic",false,"Czech Republic",0
"1999-10-09","Estonia","Bosnia and Herzegovina",1,4,"UEFA Euro qualification","Tallinn","Estonia",false,"Bosnia and Herzegovina",0
"1999-10-09","Finland","Northern Ireland",4,1,"UEFA Euro qualification","Helsinki","Finland",false,"Finland",0
"1999-10-09","France","Iceland",3,2,"UEFA Euro qualification","Saint-Denis","France",false,"France",0
"1999-10-09","Latvia","Norway",1,2,"UEFA Euro qualification","Riga","Latvia",false,"Norway",0
"1999-10-09","Liechtenstein","Romania",0,3,"UEFA Euro qualification","Vaduz","Liechtenstein",false,"Romania",0
"1999-10-09","North Macedonia","Republic of Ireland",1,1,"UEFA Euro qualification","Skopje","North Macedonia",false,"draw",1
"1999-10-09","Portugal","Hungary",3,0,"UEFA Euro qualification","Lisbon","Portugal",false,"Portugal",0
"1999-10-09","Scotland","Lithuania",3,0,"UEFA Euro qualification","Glasgow","Scotland",false,"Scotland",0
"1999-10-09","Slovenia","Greece",0,3,"UEFA Euro qualification","Maribor","Slovenia",false,"Greece",0
"1999-10-09","Sweden","Poland",2,0,"UEFA Euro qualification","Solna","Sweden",false,"Sweden",0
"1999-10-09","Wales","Switzerland",0,2,"UEFA Euro qualification","Wrexham","Wales",false,"Switzerland",0
"1999-10-09","Austria","Cyprus",3,1,"UEFA Euro qualification","Vienna","Austria",false,"Austria",0
"1999-10-09","Bulgaria","Luxembourg",3,0,"UEFA Euro qualification","Sofia","Bulgaria",false,"Bulgaria",0
"1999-10-10","England","Belgium",2,1,"Friendly","Sunderland","England",false,"England",0
"1999-11-13","France","Croatia",3,0,"Friendly","Saint-Denis","France",false,"France",0
"1999-11-13","Republic of Ireland","Turkey",1,1,"UEFA Euro qualification","Dublin","Republic of Ireland",false,"draw",1
"1999-11-13","Italy","Belgium",1,3,"Friendly","Lecce","Italy",false,"Belgium",0
"1999-11-13","Netherlands","Czech Republic",1,1,"Friendly","Eindhoven","Netherlands",false,"draw",1
"1999-11-13","Scotland","England",0,2,"UEFA Euro qualification","Glasgow","Scotland",false,"England",0
"1999-11-13","Slovenia","Ukraine",2,1,"UEFA Euro qualification","Ljubljana","Slovenia",false,"Slovenia",0
"1999-11-17","England","Scotland",0,1,"UEFA Euro qualification","London","England",false,"Scotland",0
"1999-11-17","Greece","Bulgaria",1,0,"Friendly","Kozáni","Greece",false,"Greece",0
